source,order,family,genus,specificEp,yearpub,PUBL,year,month,Anacapa,Santa Barbara,Santa Catalina,San Clemente,Santa Cruz,San Miguel,San Nicholas,Santa Rosa 
lit,Hymenoptera,Sphecidae,Spilomena,sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Steniolia,scolopacea,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Stigmus,fulvipes,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,,
lit,Hymenoptera,Sphecidae,Stigmus,inordinatus inordinatus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,,1,,1,
lit,Hymenoptera,Sphecidae,Tachysphex,aequalis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Tachysphex,aequalis,1988,Mem. Cal. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Tachysphex,alpestris,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Tachysphex,alpestris,1988,Mem. Cal. Acad. Sci.,,,,1,,,1,,,
lit,Hymenoptera,Sphecidae,Tachysphex,amplus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Tachysphex,amplus,1988,Mem. Cal. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Tachysphex,apicalis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Tachysphex,apicalis,1988,Mem. Cal. Acad. Sci.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Tachysphex,clarconis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,,1,1,1
lit,Hymenoptera,Sphecidae,Tachysphex,clarconis,1988,Mem. Cal. Acad. Sci.,,,,,,,,1,1,1
lit,Hymenoptera,Sphecidae,Tachysphex,pauxillus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Tachysphex,pauxillus,1988,Mem. Cal. Acad. Sci.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Tachysphex,sonorensis,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Tachysphex,sonorensis,1988,Mem. Cal. Acad. Sci.,,,,,,,1,,,1
lit,Hymenoptera,Sphecidae,Tachysphex,tarsatus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,1,1,1
lit,Hymenoptera,Sphecidae,Tachysphex,tarsatus,1988,Mem. Cal. Acad. Sci.,,,,,,,1,1,1,1
lit,Hymenoptera,Sphecidae,Tachysphex,texanus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,1,1,1,,,1
lit,Hymenoptera,Sphecidae,Tachysphex,texanus,1988,Mem. Cal. Acad. Sci.,,,,,1,1,1,,,1
lit,Hymenoptera,Sphecidae,Tachytes,californicus,1962,Pan-Pac. Ent.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Tachytes,californicus,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Trypoxylon,sp.,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Trypoxylon,tridentatum tridentatum,1979,Pan-Pac. Ent.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Trypoxylon,tridentatum tridentatum,1982,Univ. Calif. Publ. Ent.,,,,,,,1,,,
lit,Hymenoptera,Sphecidae,Trypoxylon,tridentatum tridentatum,1985,Ent. Calif. Ch. Isls. Proc.,,,,,,,1,,,
lit,Hymenoptera,Tiphiidae,Brachycistis,agama,1966,Univ. Calif. Publ. Ent.,,,,,,,1,1,,
lit,Hymenoptera,Tiphiidae,Brachycistis,agama,1968,Pan-Pac. Ent.,,,,,,,1,1,,1
lit,Hymenoptera,Tiphiidae,Paratiphia,nevadensis,1968,Trans. Amer. Ent. Soc.,,,,,,,1,,,
lit,Hymenoptera,Tiphiidae,Paratiphia,sp.,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Torymidae,Torymus,fullawayi,1976,Univ. Calif. Publ. Ent.,,,,,,,1,,,
lit,Hymenoptera,Torymidae,Torymus,koebelei,1976,Univ. Calif. Publ. Ent.,,,,,,,1,,,
lit,Hymenoptera,Torymidae,Torymus,umbilicatus,1976,Univ. Calif. Publ. Ent.,,,,,,,1,,,
lit,Hymenoptera,Vespidae,Ancistrocerus,catskill halophila,1940,Proc. Sixth Pac. Sci. Cong.,,3,,,1,,1,1,,
lit,Hymenoptera,Vespidae,Ancistrocerus,lineativentris,1940,Proc. Sixth Pac. Sci. Cong.,,3,,,1,,,,,
lit,Hymenoptera,Vespidae,Ancistrocerus,lineativentris,1944,Ent. Amer.,,,,,1,,,,,
lit,Hymenoptera,Vespidae,Ancistrocerus,tigris cytainus,1940,Proc. Sixth Pac. Sci. Cong.,,3,,,1,,,,,
lit,Hymenoptera,Vespidae,Odynerus,sp.,1940,Proc. Sixth Pac. Sci. Cong.,,3,,,1,,,,,
lit,Hymenoptera,Vespidae,Parancistrocerus,declivatus,1948,Proc. Calif. Acad. Sci. ser. 4,,,,,,,,,,
lit,Hymenoptera,Vespidae,Polistes,fuscatus aurifer,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Vespidae,Polistes,fuscatus aurifer,1905,Invert. Pac.,,,,,1,,,,,
lit,Hymenoptera,Vespidae,Polistes,fuscatus aurifer,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Vespidae,Polistes,fuscatus aurifer,1957,Bull. Calif. Insect Surv.,,,,,1,,1,,,
lit,Hymenoptera,Vespidae,Pseudomasaris,edwardsii,1963,Univ. Calif. Publ. Ent.,,,,,1,,,,,
lit,Hymenoptera,Vespidae,Pterocheilus,trichogaster,1943,Ann. Ent. Soc. Amer.,,,,,1,,,,,
lit,Hymenoptera,Vespidae,Pterocheilus,trichogaster,1972,Pan-Pac. Ent.,,,,,,,1,,,
lit,Hymenoptera,Vespidae,Stenodynerus,anatropus,1944,Pan-Pac. Ent.,,,,,,,1,,,
lit,Hymenoptera,Vespidae,Stenodynerus,blandus,1940,Proc. Sixth Pac. Sci. Cong.,,3,,,1,,,,,
lit,Hymenoptera,Vespidae,Stenodynerus,blandus catalinae,1943,Bull. Brook. Ent. Soc.,,,,,1,,,,,
lit,Hymenoptera,Vespidae,Stenodynerus,sp.,1986,Psyche,1984,5,,,,,,,1,
lit,Hymenoptera,Vespidae,Vespula,pensylvanica,1961,Can. Ent. Suppl.,,,,,1,,1,,,
lit,Hymenoptera,Vespidae,Vespula,pensylvanica,1918,Pom. Coll. J. Ent. & Zool.,,,,,1,,,,,
lit,Hymenoptera,Vespidae,Vespula,pensylvanica,1940,Proc. Sixth Pac. Sci. Cong.,,,,,1,,,,,
lit,Hymenoptera,Vespidae,Vespula,pensylvanica,1957,Bull. Calif. Insect Surv.,,,,,,,1,,,
lit,Hymenoptera,Vespidae,Vespula,pensylvanica,1892,Zoe,1892,8,,,1,,,,,
lit,Hymenoptera,Vespidae,Vespula,pensylvanica,1968,Calif. Vector Views,,,,,1,,,,,
