Catalog Number,kingdom,phylum,class,source,order,bee,family,genus,subgenus,specificEp,subspecies,scientificName,scientific name authorship,Collector,Associated Collector(s),month,day,year,Date Collected,Country,State,County,island ,locality ,Country,State/Province,County/Municipality,Verbatim Elevation,Elevation in Meters,Sampling Protocol,Verbatim Coordinates,Decimal Latitude,Decimal Longitude,Donated By,Identified By,Date Identified,Identification Remarks,Field Number,Associated Taxa,Habitat,Additional Label Data,Type Status,# of Male ?,# of Female ?,Individual Count,Sex,Life Stage,Basis of Record,Preparation,Disposition,Language,Institution Code,Collection Code,Owner Institution Code
BMEP0253084,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,Apis,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,1,1989,10/1/89,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Gate",USA,California,Santa Barbara,,,,,,,,,,,,Senecio douglasii,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0253085,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,Apis,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,1,1989,10/1/89,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Gate",USA,California,Santa Barbara,,,,,,,,,,,,Senecio douglasii,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0253088,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,Apis,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,1,1989,10/1/89,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Gate",USA,California,Santa Barbara,,,,,,,,,,,,Haplopappus squarrosa,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0253089,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,Apis,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,1,1989,10/1/89,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Gate",USA,California,Santa Barbara,,,,,,,,,,,,Haplopappus squarrosa,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0253090,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,Apis,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,1,1989,10/1/89,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Gate",USA,California,Santa Barbara,,,,,,,,,,,,Haplopappus squarrosa,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0253091,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,Apis,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,1,1989,10/1/89,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Gate",USA,California,Santa Barbara,,,,,,,,,,,,Haplopappus squarrosa,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0253092,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,Apis,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,1,1989,10/1/89,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Gate",USA,California,Santa Barbara,,,,,,,,,,,,Haplopappus squarrosa,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0329265,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,5,8,1990,5/8/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Anchorage",United States,California,Santa Barbara,,,,,33.963°,-119.754°,,,,,,Marrubium vulgare,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329266,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,5,8,1990,5/8/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Anchorage",United States,California,Santa Barbara,,,,,33.963°,-119.754°,,,,,,Marrubium vulgare,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329267,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,5,8,1990,5/8/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Anchorage",United States,California,Santa Barbara,,,,,33.963°,-119.754°,,,,,,Marrubium vulgare,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329268,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,5,8,1990,5/8/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Anchorage",United States,California,Santa Barbara,,,,,33.963°,-119.754°,,,,,,Brassica,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0239888,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,18,1992,1/18/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, w. end Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239900,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #4,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239901,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #4,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239902,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #4,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239903,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #5,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239904,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #2,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239905,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #2,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239906,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #3,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239907,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #3,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239908,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #1,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239909,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #1,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239910,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #1,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239911,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #1,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239912,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #1,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239913,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #1,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239914,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,1,19,1992,1/19/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, s.Ridge Rdw Manzanita transect",United States,California,Santa Barbara,,,,,,,,,,,,Arctostaphylos,,W - #1,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239915,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,20,1998,10/20/98,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Middle Sauces",United States,California,Santa Barbara,,,,,,,,,,,,Brassica,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239916,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,20,1998,10/20/98,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Middle Sauces",United States,California,Santa Barbara,,,,,,,,,,,,Brassica,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239917,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,20,1998,10/20/98,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Middle Sauces",United States,California,Santa Barbara,,,,,,,,,,,,Brassica,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239919,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,20,1990,10/20/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island,  Water Tank Col nr Christy Airstrip",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239920,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,20,1990,10/20/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Upper Sauces",United States,California,Santa Barbara,,,,,,,,,,,,Lotus scoparius,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239921,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,20,1990,10/20/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Upper Sauces",United States,California,Santa Barbara,,,,,,,,,,,,Lotus scoparius,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239922,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,20,1990,10/20/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Upper Sauces",United States,California,Santa Barbara,,,,,,,,,,,,Lotus scoparius,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328489,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,5,18,1991,5/18/91,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows",United States,California,Santa Barbara,,,,,,,,,,,,Mimulus longiflorus,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0329199,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,7,21,1991,7/21/91,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Coches-Willows",United States,California,Santa Barbara,,,,,,,,,,,,Lyonothamnus floribundus,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0329200,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,7,20,1991,7/20/91,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Navy Rd",United States,California,Santa Barbara,,,,,,,,,,,,Malacothrix saxatalis,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0329243,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,5,10,1990,5/10/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Prisoner's Oak R-7-6",United States,California,Santa Barbara,,,,,,,,,,,,,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329244,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,5,10,1990,5/10/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Prisoner's Oak R-7-6",United States,California,Santa Barbara,,,,,,,,,,,,,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329249,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,10,21,1990,10/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Eucalyptus colony e. Ranch",United States,California,Santa Barbara,,,,,,,,,,,,Eucalyptus,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329250,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,10,21,1990,10/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Eucalyptus colony e. Ranch",United States,California,Santa Barbara,,,,,,,,,,,,Eucalyptus,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329251,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,10,21,1990,10/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Eucalyptus colony e. Ranch",United States,California,Santa Barbara,,,,,,,,,,,,Eucalyptus,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329252,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,10,21,1990,10/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Eucalyptus colony e. Ranch",United States,California,Santa Barbara,,,,,,,,,,,,Eucalyptus,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329253,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,10,21,1990,10/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Eucalyptus colony e. Ranch",United States,California,Santa Barbara,,,,,,,,,,,,Eucalyptus,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329254,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,10,21,1990,10/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Eucalyptus colony e. Ranch",United States,California,Santa Barbara,,,,,,,,,,,,Eucalyptus,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329255,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,10,21,1990,10/21/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Eucalyptus colony e. Ranch",United States,California,Santa Barbara,,,,,,,,,,,,Eucalyptus,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329292,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,9,6,1991,9/6/91,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island,  Jct Canada del Medio Prisoner's Rd",United States,California,Santa Barbara,,,,,,,,,,,,Centaurea solstitalis,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0329293,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,9,6,1991,9/6/91,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island,  Jct Canada del Medio Prisoner's Rd",United States,California,Santa Barbara,,,,,,,,,,,,Centaurea solstitalis,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0329294,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,9,6,1991,9/6/91,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island,  Jct Canada del Medio Prisoner's Rd",United States,California,Santa Barbara,,,,,,,,,,,,Centaurea solstitalis,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328365,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,7,11,2000,7/11/00,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Canyon",United States,California,Santa Barbara,,,,"33.978, -119.759",33.978°,-119.759°,,,,,,Hirschfeldia,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328472,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Remington, C.L.",,4,4,1970,4/4/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3.7 mi. to Devil's Peak, 0.7 mi. to USGS post 1941, woodland",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0328473,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Remington, C.L.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3.7 mi. to Devil's Peak, 0.7 mi. to USGS post 1941, woodland",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0328474,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Remington, C.L.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3.7 mi. to Devil's Peak, 0.7 mi. to USGS post 1941, woodland",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0328475,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Remington, C.L.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3.7 mi. to Devil's Peak, 0.7 mi. to USGS post 1941, woodland",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0328476,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Remington, C.L.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3.7 mi. to Devil's Peak, 0.7 mi. to USGS post 1941, woodland",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0328477,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Remington, C.L.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3.7 mi. to Devil's Peak, 0.7 mi. to USGS post 1941, woodland",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0328478,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Remington, C.L.",,4,5,1970,4/5/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, 3.7 mi. to Devil's Peak, 0.7 mi. to USGS post 1941, woodland",United States,California,Santa Barbara,,,,,,,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
