Catalog Number,kingdom,phylum,class,source,order,bee,family,genus,subgenus,specificEp,subspecies,scientificName,scientific name authorship,Collector,Associated Collector(s),month,day,year,Date Collected,Country,State,County,island ,locality ,Country,State/Province,County/Municipality,Verbatim Elevation,Elevation in Meters,Sampling Protocol,Verbatim Coordinates,Decimal Latitude,Decimal Longitude,Donated By,Identified By,Date Identified,Identification Remarks,Field Number,Associated Taxa,Habitat,Additional Label Data,Type Status,# of Male ?,# of Female ?,Individual Count,Sex,Life Stage,Basis of Record,Preparation,Disposition,Language,Institution Code,Collection Code,Owner Institution Code
BMEP0322445,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Anthophora ,Anthophoroides,californica,,Anthophora  californica ,"Cresson, 1869","Rude, P.",,4,26,1966,4/26/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,,,,,34.001°,-119.738°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324635,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Halictus,Seladonia,tripartitus,,Halictus tripartitus ,"Cockerell, 1895","Frankie, G.W.",,4,26,1966,4/26/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,,,,,34.001°,-119.738°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324636,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Halictus,Seladonia,tripartitus,,Halictus tripartitus ,"Cockerell, 1895","Frankie, G.W.",,4,26,1966,4/26/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,,,,,34.001°,-119.738°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324643,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Halictus,Seladonia,tripartitus,,Halictus tripartitus ,"Cockerell, 1895","Powell, J.",,4,26,1966,4/26/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,,,,,34.001°,-119.738°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324644,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Halictus,Seladonia,tripartitus,,Halictus tripartitus ,"Cockerell, 1895","Powell, J.",,4,26,1965,4/26/65,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,,,,,34.001°,-119.738°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324646,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Halictus,Seladonia,tripartitus,,Halictus tripartitus ,"Cockerell, 1895","Rude, P.",,4,26,1965,4/26/65,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,,,,,34.001°,-119.738°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324647,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Halictus,Seladonia,tripartitus,,Halictus tripartitus ,"Cockerell, 1895","Rude, P.",,4,26,1966,4/26/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,,,,,34.001°,-119.738°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324703,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Daly, H.V.",,3,15,1969,3/15/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,1000',304.8 m,,,34.001°,-119.738°,,,,,,Ceanothus arboreus,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324704,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Daly, H.V.",,3,15,1969,3/15/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,1000',304.8 m,,,34.001°,-119.738°,,,,,,Ceanothus arboreus,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324705,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Daly, H.V.",,3,15,1969,3/15/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,1000',304.8 m,,,34.001°,-119.738°,,,,,,Brassica,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324706,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Opler, P.A.",,3,15,1969,3/15/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,1000',304.8 m,,,34.001°,-119.738°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324707,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Opler, P.A.",,3,15,1969,3/15/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,1000',304.8 m,,,34.001°,-119.738°,,,,,,Ceanothus arboreus,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324708,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Opler, P.A.",,3,15,1969,3/15/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,1000',304.8 m,,,34.001°,-119.738°,,,,,,Ceanothus arboreus,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324709,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Evylaeus,argemonis,,Lasioglossum argemonis ,"(Cockerell, 1897)","Middlekauff, W.W.",,3,15,1969,3/15/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,1000',304.8 m,,,34.001°,-119.738°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324891,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Lasioglossum,channelense,,Lasioglossum channelense ,"McGinley, 1986","Opler, P.A.",,3,15,1969,3/15/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,1000',304.8 m,,,34.001°,-119.738°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324893,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Lasioglossum,channelense,,Lasioglossum channelense ,"McGinley, 1986","Middlekauff, W.W.",,3,15,1969,3/15/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,1000',304.8 m,,,34.001°,-119.738°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324807,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Lasioglossum,trizonatum,,Lasioglossum trizonatum ,"(Cresson, 1874)","Daly, H.V.",,3,15,1969,3/15/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,1000',304.8 m,,,34.001°,-119.738°,,,,,,Ceanothus arboreus,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324911,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Sphecodogastra,avalonense,,Lasioglossum avalonense ,"(Cockerell, 1938)","Daly, H.V.",,3,15,1969,3/15/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,1000',304.8 m,,,34.001°,-119.738°,,,,,,Brassica,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324912,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,Sphecodogastra,avalonense,,Lasioglossum avalonense ,"(Cockerell, 1938)","Daly, H.V.",,3,15,1969,3/15/69,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Central Valley",United States,California,Santa Barbara,1000',304.8 m,,,34.001°,-119.738°,,,,,,Brassica,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0239875,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,Apis,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,7,21,1991,7/21/91,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Upper Coches",USA,California,Santa Barbara,,,,,,,,,,,,Lyonothamnus floribundus,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0239927,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,5,19,1991,5/19/91,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Laguna Canyon",United States,California,Santa Barbara,,,,,34.003°,-119.804°,,,,,,Mimulus longiflorus,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328367,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,6,3,1996,6/3/96,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, upper Laguna Canyon",United States,California,Santa Barbara,,,,"34.003, -119.804",34.003°,-119.804°,,,,,,Brassica,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324827,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,,,,Lasioglossum  ,"Curtis, 1833","Frankie, G.W.",,4,27,1966,4/27/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Valley Anchorage",United States,California,Santa Barbara,,,,,33.9853°,-119.6680°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324828,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,,,,Lasioglossum  ,"Curtis, 1833","Frankie, G.W.",,4,27,1966,4/27/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Valley Anchorage",United States,California,Santa Barbara,,,,,33.9853°,-119.6680°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324829,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,,,,Lasioglossum  ,"Curtis, 1833","Frankie, G.W.",,4,27,1966,4/27/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Valley Anchorage",United States,California,Santa Barbara,,,,,33.9853°,-119.6680°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0324830,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Lasioglossum,,,,Lasioglossum  ,"Curtis, 1833","Frankie, G.W.",,4,27,1966,4/27/66,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Valley Anchorage",United States,California,Santa Barbara,,,,,33.9853°,-119.6680°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,EMEC,EMEC,EMEC
BMEP0328002,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Eucera,Synhalonia,frater,,Eucera frater ,"(Cresson, 1878)","Thorp, R.W.",,3,23,1988,3/23/88,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, View Point Creek",United States,California,Santa Barbara,,,,,,,,,,,3,Astralagus,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0270079,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,Apis,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,6,15,1993,6/15/93,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, w. Christy Beach",USA,California,Santa Barbara,,,,,,,,,,,,Silybum marianum,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328428,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,30,1995,10/30/95,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, w. East Airstrip",United States,California,Santa Barbara,,,,"33.99, -119.68",33.99°,-119.69°,,,,,,Centaurea solstitialis,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305059,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,7,22,1992,7/22/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, w. Naval Station",USA,California,Santa Barbara,,,,,,,,,,,,Brassica,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305150,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,7,22,1992,7/22/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, w. Naval Station",USA,California,Santa Barbara,,,,,,,,,,,,Brassica,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305151,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,7,22,1992,7/22/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, w. Naval Station",USA,California,Santa Barbara,,,,,,,,,,,,Brassica,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305152,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,7,22,1992,7/22/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, w. Naval Station",USA,California,Santa Barbara,,,,,,,,,,,,Brassica,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0305153,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,7,22,1992,7/22/92,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, w. Naval Station",USA,California,Santa Barbara,,,,,,,,,,,,Brassica,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328340,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,7,12,1994,7/12/94,USA,California,Santa Barbara,Santa Cruz,"w. UC Field Station, Santa Cruz Island",United States,California,Santa Barbara,,,,"33.9971, -119.7260",33.9971°,-119.726°,,,,,,Asclepias,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328341,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,7,12,1994,7/12/94,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, w. UC Field Station",United States,California,Santa Barbara,,,,"33.9971, -119.7260",33.9971°,-119.726°,,,,,,Asclepias,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328342,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,7,12,1994,7/12/94,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, w. UC Field Station",United States,California,Santa Barbara,,,,"33.9971, -119.7260",33.9971°,-119.726°,,,,,,Asclepias,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0328378,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,15,1994,10/15/94,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, w. UC Field Station",United States,California,Santa Barbara,,,,"33.9990, -119.7342",33.999°,-119.7342°,,,,,,Stephanomeria?,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0329247,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,10,22,1990,10/22/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, wash n. UC Field Station",United States,California,Santa Barbara,,,,,33.998°,-119.727°,,,,,,Senicio douglasii,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329248,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,,mellifera,,Apis mellifera ,"(Linnaeus, 1858)","Thorp, R.W.",,10,22,1990,10/22/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, wash n. UC Field Station",United States,California,Santa Barbara,,,,,33.998°,-119.727°,,,,,,Senicio douglasii,,,#REF!,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
BMEP0329193,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Ceratina ,,acantha,,Ceratina  acantha ,"(Provancher, 1895)","Thorp, R.W.",,10,22,1990,10/22/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, wash n. UC Field Station",United States,California,Santa Barbara,,,,,33.998°,-119.727°,,,,,,Senicio douglasii,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0329025,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Colletidae,Hyalinus,,polifolii,,Hyalinus polifolii ,"(Cockerell, 1901)","Thorp, R.W.",,10,22,1990,10/22/90,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, wash n. UC Field Station",United States,California,Santa Barbara,,,,,33.998°,-119.727°,,,,,,sepecio.. Douglasii,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0322774,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Bombus,Pyrobombus,edwardsii,,Bombus edwardsii ,"Cresson, 1878","Horning, D.S.",,6,17,1967,6/17/67,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Water Canyon",United States,California,Santa Barbara,400',121.92 m,,,34.015°,-119.666°,,,,drone,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0322775,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Bombus,Pyrobombus,edwardsii,,Bombus edwardsii ,"Cresson, 1878","Schuster, R.O.",,6,17,1967,6/17/67,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Water Canyon",United States,California,Santa Barbara,400',121.92 m,,,34.015°,-119.666°,,,,drone,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0270020,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Diadasia,Coquillettapis,rinconis,mimetica,Diadasia rinconis mimetica,"Cockerell, 1924",Miller. D.R.,,6,17,1967,6/17/67,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Water Canyon",USA,California,Santa Barbara,400',121.92 m,,,34.015°,-119.666°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324595,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Agapostemon,Agapostemon,texanus,,Agapostemon texanus ,"Cresson, 1872","Horning, D.S. Jr.",,6,17,1967,6/17/67,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Water Canyon",United States,California,Santa Barbara,400',121.92 m,,,34.015°,-119.666°,,,,,,,,,none,1,,1,Male,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324395,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Augochlorella,,pomoniella,,Augochlorella pomoniella ,"(Cockerell, 1915)","Miller, D.R.",,6,17,1967,6/17/67,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Water Canyon",United States,California,Santa Barbara,400',121.92 m,,,34.015°,-119.666°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324396,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Augochlorella,,pomoniella,,Augochlorella pomoniella ,"(Cockerell, 1915)","Horning, D.S. Jr.",,6,17,1967,6/17/67,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Water Canyon",United States,California,Santa Barbara,400',121.92 m,,,34.015°,-119.666°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324397,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Augochlorella,,pomoniella,,Augochlorella pomoniella ,"(Cockerell, 1915)","Horning, D.S. Jr.",,6,17,1967,6/17/67,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Water Canyon",United States,California,Santa Barbara,400',121.92 m,,,34.015°,-119.666°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324398,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Augochlorella,,pomoniella,,Augochlorella pomoniella ,"(Cockerell, 1915)","Horning, D.S. Jr.",,6,17,1967,6/17/67,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Water Canyon",United States,California,Santa Barbara,400',121.92 m,,,34.015°,-119.666°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324399,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Augochlorella,,pomoniella,,Augochlorella pomoniella ,"(Cockerell, 1915)","Horning, D.S. Jr.",,6,17,1967,6/17/67,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Water Canyon",United States,California,Santa Barbara,400',121.92 m,,,34.015°,-119.666°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0324400,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Halictidae,Augochlorella,,pomoniella,,Augochlorella pomoniella ,"(Cockerell, 1915)","Horning, D.S. Jr.",,6,17,1967,6/17/67,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Water Canyon",United States,California,Santa Barbara,400',121.92 m,,,34.015°,-119.666°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0322436,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Anthophora,Pyganthophora,edwardsii,,Anthophora edwardsii ,"Cresson, 1878","Remington, Eric E.",,3,20,1970,3/20/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, within 0.5 mi. UC Field Station, Canada del Medio",United States,California,Santa Barbara,,,,,33.9971°,-119.7260°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0322483,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Anthophora,Pyganthophora,edwardsii,,Anthophora edwardsii ,"Cresson, 1878","Remington, Eric E.",,3,20,1970,3/20/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, within 0.5 mi. UC Field Station, Canada del Medio",United States,California,Santa Barbara,,,,,33.9971°,-119.7260°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0322485,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Anthophora,Pyganthophora,edwardsii,,Anthophora edwardsii ,"Cresson, 1878","Remington, Eric E.",,3,20,1970,3/20/70,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, within 0.5 mi. UC Field Station, Canada del Medio",United States,California,Santa Barbara,,,,,33.9971°,-119.7260°,,,,,,,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,PMNH,PMNH,PMNH
BMEP0253081,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,Apis,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,1,1989,10/1/89,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Gate",USA,California,Santa Barbara,,,,,,,,,,,,Senecio douglasii,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0253082,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,Apis,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,1,1989,10/1/89,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Gate",USA,California,Santa Barbara,,,,,,,,,,,,Senecio douglasii,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
BMEP0253083,Animalia,Arthropoda,Insecta,Bohart,Hymenoptera,,Apidae,Apis,Apis,mellifera,,Apis mellifera ,"Linnaeus, 1758","Thorp, R.W.",,10,1,1989,10/1/89,USA,California,Santa Barbara,Santa Cruz,"Santa Cruz Island, Willows Gate",USA,California,Santa Barbara,,,,,,,,,,,,Senecio douglasii,,,none,,,1,,adult,preserved specimen,pinned,in collection,en-US,UCD,BMEC,BMEC
