source,id,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,family,acceptedFamily,scientific,acceptedName,taxonID,scientif_1,genus,acceptedGenus,specificEp,taxonRank,infraspeci,identified,dateIdenti,identifica,identifi_1,taxonRemar,identifi_2,typeStatus,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparatio,country,stateProvi,county,municipali,island,locality,ArcMap_IslandNames,locationRe,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references
Cal-IBIS,1562815,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:2a213e58-640f-4801-8e24-a1f54f901791,YPM ENT 921172, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/3/70,1970,6,3,154,0,6/3/70,ENT number 921172; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:6f109cb2-ccb9-4ffe-bce7-833017c12ff3,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562815
Cal-IBIS,1562827,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:30a2ea4a-90de-4083-a335-a62ac7b2d37e,YPM ENT 921028, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/31/70,1970,3,31,90,0,3/31/70,ENT number 921028; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:7bf72727-4a15-42be-8b22-46d05d1e6834,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562827
Cal-IBIS,1562842,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:3eec4d18-0624-43ce-9275-4e570617624c,YPM ENT 921159, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/6/70,1970,6,6,157,0,6/6/70,ENT number 921159; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:1a5b4034-ac67-41b6-abe6-80be1a3f69b6,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562842
Cal-IBIS,1562843,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:3f03cdc3-a119-4bcc-be5e-1358e4ebc209,YPM ENT 921174, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/5/70,1970,6,5,156,0,6/5/70,ENT number 921174; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:0ef77d57-1191-41e6-ad59-d3f4f5579043,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562843
Cal-IBIS,1562855,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:4750b64f-9232-4852-a171-114c298280d2,YPM ENT 921025, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/21/70,1970,4,21,111,0,4/21/70,ENT number 921025; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d5d560e7-775c-45ed-8530-2533a00bf1b7,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562855
Cal-IBIS,1562857,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:47cfd7de-59d5-4731-a419-79054db49a43,YPM ENT 921162, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/6/70,1970,6,6,157,0,6/6/70,ENT number 921162; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:3cac4aeb-49d7-4d42-9e32-1d64e6d7fc34,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562857
Cal-IBIS,1562884,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:536fb525-8a50-4174-aa45-0d655f0c6d74,YPM ENT 921201, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/6/70,1970,6,6,157,0,6/6/70,ENT number 921201; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:a153e157-0c92-4059-9abc-e8fcdf28eba9,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562884
Cal-IBIS,1562935,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:7861d179-ad12-45ed-9bfc-a585f1ba2a0d,YPM ENT 921030, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/31/70,1970,3,31,90,0,3/31/70,ENT number 921030; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:9f44640a-048f-4e3d-82a1-f4d1be6974d3,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562935
Cal-IBIS,1562948,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:819c64c2-3971-4458-bcec-59824c26826f,YPM ENT 921173, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/19/70,1970,5,19,139,0,5/19/70,ENT number 921173; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:a1d0b80f-3452-4f51-9d00-5a82b6beb388,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562948
Cal-IBIS,1562971,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:924006c8-4ebc-4716-ad50-1af5ed3c2166,YPM ENT 921828, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/6/70,1970,4,6,96,0,4/6/70,ENT number 921828; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:64d3accc-722e-48b3-b9e0-e56d6acc0f84,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562971
Cal-IBIS,1562987,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:98de4def-b21d-49a3-98a1-8dda5463c685,YPM ENT 921026, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/31/70,1970,3,31,90,0,3/31/70,ENT number 921026; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:913090f4-ff72-4363-beb1-d24f9d5ed250,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562987
Cal-IBIS,1563009,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:a7bf5a09-c52d-42eb-b237-11a4eeafa697,YPM ENT 921170, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/5/70,1970,6,5,156,0,6/5/70,ENT number 921170; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:9e8fa6b7-50f9-4fd8-9ae9-2d3238279bf8,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563009
Cal-IBIS,1563037,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:b8f2c714-70b6-4ab4-b699-647813debd7a,YPM ENT 921032, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/17/70,1970,3,17,76,0,3/17/70,ENT number 921032; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:3c9ea0d9-a682-4ee6-afe7-2484741953e2,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563037
Cal-IBIS,1563044,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:bc58122d-32a5-40cf-9504-c79580aff3e4,YPM ENT 921024, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/21/70,1970,4,21,111,0,4/21/70,ENT number 921024; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:8b48387f-1159-4553-af49-0f1699ebeae3,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563044
Cal-IBIS,1563052,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:c3084d03-fbef-43a6-b393-b45e3a0d9bce,YPM ENT 921027, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/31/70,1970,3,31,90,0,3/31/70,ENT number 921027; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:5d82ca40-4d7a-454f-a8bf-43a87d73f477,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563052
Cal-IBIS,1563060,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:c80f1eb0-b6c2-4481-a767-476b7731e17c,YPM ENT 921029, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/6/70,1970,4,6,96,0,4/6/70,ENT number 921029; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:d547d500-769b-4c22-a19a-64b565c6b126,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563060
Cal-IBIS,1563065,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:ce3c160b-fb2c-4e93-a94d-2c3ba51bddda,YPM ENT 921022, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Charles L. Remington, ,2/28/70,1970,2,28,59,0,2/28/70,ENT number 921022; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,2/3/20 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:c0488c94-a445-4d56-9f96-7617f7ec07df,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563065
Cal-IBIS,1563066,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:ce82da97-0afc-44b9-a36a-2ae17edb700c,YPM ENT 921192, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/6/70,1970,6,6,157,0,6/6/70,ENT number 921192; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:10553322-9226-4dc1-8541-41fb7b6236a0,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563066
Cal-IBIS,1563075,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:d39ccbfc-1b34-488e-8d51-b024b6271f27,YPM ENT 921205, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/6/70,1970,6,6,157,0,6/6/70,ENT number 921205; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:8c78035d-60d8-4129-bb05-f0b850a2a650,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563075
Cal-IBIS,1563087,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:dd2c0149-83f9-4eaf-b502-8e561d6a1b05,YPM ENT 921031, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/31/70,1970,3,31,90,0,3/31/70,ENT number 921031; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:57d8dc50-1dfd-4439-b86f-e5811505b45c,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563087
Cal-IBIS,1563099,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:e2624ccf-8056-4feb-86f6-a7b33dc604e0,YPM ENT 921171, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/2/70,1970,5,2,122,0,5/2/70,ENT number 921171; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:b3770d9c-c57c-4bfd-a32a-550b6a59b1b4,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563099
Cal-IBIS,1563115,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:ec5d41af-150b-4c5d-99c3-497816e94bec,YPM ENT 921166, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/5/70,1970,6,5,156,0,6/5/70,ENT number 921166; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:45dd3482-931f-4c0d-9908-2a4948d1fcb2,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563115
