source,id,institutio,collection,ownerInsti,collecti_1,basisOfRec,occurrence,catalogNum,otherCatal,kingdom,phylum,class,order_,family,acceptedFamily,scientific,acceptedName,taxonID,scientif_1,genus,acceptedGenus,specificEp,taxonRank,infraspeci,identified,dateIdenti,identifica,identifi_1,taxonRemar,identifi_2,typeStatus,recordedBy,recordNumb,eventDate,year,month,day,startDayOf,endDayOfYe,verbatimEv,occurren_1,habitat,fieldNumbe,informatio,dataGenera,dynamicPro,associated,reproducti,establishm,lifeStage,sex,individual,samplingPr,samplingEf,preparatio,country,stateProvi,county,municipali,island,locality,ArcMap_IslandNames,locationRe,decimalLat,decimalLon,geodeticDa,coordinate,verbatimCo,georeferen,georefer_1,georefer_2,georefer_3,georefer_4,minimumEle,maximumEle,minimumDep,maximumDep,verbatimDe,verbatimEl,dispositio,language,recordEnte,modified,rights,rightsHold,accessRigh,recordId,references
Cal-IBIS,1562990,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:99ad75f8-6eec-4889-84f6-5eff5b4654f1,YPM ENT 921183, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/23/70,1970,4,23,113,0,4/23/70,ENT number 921183; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California, , ,Santa Cruz,"Santa Cruz Island, Univ. Cal. Res. Sta., Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:f1bf390e-cf2d-4491-b329-55557a849c9f,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562990
Cal-IBIS,1563031,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:b4a2ffa9-98a9-48d5-b6a0-635f98ccff04,YPM ENT 921181, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/23/70,1970,4,23,113,0,4/23/70,ENT number 921181; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California, , ,Santa Cruz,"Santa Cruz Island, Univ. Cal. Res. Sta., Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:1cd7de2c-576b-4644-b27b-cb60d5ee46cf,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563031
Cal-IBIS,1563048,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:c03cf005-5b43-4369-a7ab-67878f356749,YPM ENT 921184, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/23/70,1970,4,23,113,0,4/23/70,ENT number 921184; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California, , ,Santa Cruz,"Santa Cruz Island, Univ. Cal. Res. Sta., Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:79276fe9-8519-4278-8ac0-933d8be8e07b,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563048
Cal-IBIS,1562768,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:0e3e2528-672e-4fb9-9e16-399aa8c7838d,YPM ENT 923049, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/1/70,1970,5,1,121,0,5/1/70,ENT number 923049; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:27f36086-0982-494a-8c1d-f4d88bc4013f,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562768
Cal-IBIS,1562781,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:148c05c6-61a4-4e68-9a51-587382f4aa20,YPM ENT 923401, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,"Charles L. Remington, Sheldon T. Remington", ,7/22/68,1968,7,22,204,0,7/22/68,ENT number 923401; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:8463ac7e-9162-4d29-9c40-ec07537a3343,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562781
Cal-IBIS,1562806,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:23fa324a-3ef9-4998-af1b-b2958d0b1272,YPM ENT 923047, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/1/70,1970,5,1,121,0,5/1/70,ENT number 923047; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:ad55a3c7-5cd1-4619-b1b8-11582f24c53a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562806
Cal-IBIS,1562853,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:45c9c3dc-2e08-4402-a57a-e81eb1283a69,YPM ENT 923390, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/1/70,1970,3,1,60,0,3/1/70,ENT number 923390; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:abd24eec-7e34-41e8-8bd2-810b16f19541,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562853
Cal-IBIS,1562893,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:58d7a182-8cd0-4130-b637-c999faf89842,YPM ENT 923394, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/15/70,1970,4,15,105,0,4/15/70,ENT number 923394; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:b15525e9-5d81-430e-8c27-376627452aca,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562893
Cal-IBIS,1562924,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:6fd2a969-5e72-4afc-91de-a0dc4cf19e8f,YPM ENT 923044, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/20/70,1970,4,20,110,0,4/20/70,ENT number 923044; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:cc002424-a9aa-485c-809c-03bc43456114,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562924
Cal-IBIS,1562931,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:75d569c5-eba2-4090-a39d-51adcd729a0a,YPM ENT 923045, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/21/70,1970,4,21,111,0,4/21/70,ENT number 923045; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:2b1ede58-8ea2-441f-84d7-d66f0cb8e75f,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562931
Cal-IBIS,1562942,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:7df2fe95-8660-4fec-95e8-e07d22d6b261,YPM ENT 923048, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/2/70,1970,5,2,122,0,5/2/70,ENT number 923048; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:c7203aa9-722c-40a1-bba7-6dab1e2547d1,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562942
Cal-IBIS,1562978,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:93b92a55-e72b-4fb9-81ae-c896845ea721,YPM ENT 923393, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,2/27/70,1970,2,27,58,0,2/27/70,ENT number 923393; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:afc362ec-2404-4cb6-b707-27cd0d0e13db,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562978
Cal-IBIS,1562980,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:94f9af1f-efa2-4c80-be48-f1c49f76c400,YPM ENT 923386, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/15/70,1970,4,15,105,0,4/15/70,ENT number 923386; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:2ea047b0-6090-45bc-9d8f-29c1ef84400b,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562980
Cal-IBIS,1563004,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:a0b28404-5585-46bd-9ae7-7bf0ac17d419,YPM ENT 923054, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,5/2/70,1970,5,2,122,0,5/2/70,ENT number 923054; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:74ee7bf7-66e7-4d17-8454-958f400d3f36,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563004
Cal-IBIS,1563013,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:a9d53170-22e8-45a2-84d0-23157576cb03,YPM ENT 923395, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/7/70,1970,3,7,66,0,3/7/70,ENT number 923395; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:fab6e533-a88e-42c4-a11a-566a4dd734de,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563013
Cal-IBIS,1563014,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:aa2b299c-40fa-459e-a40d-42c989e7e2b0,YPM ENT 923388, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/7/70,1970,3,7,66,0,3/7/70,ENT number 923388; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:a9c9cd81-8052-42cc-b625-31bff83bf04a,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563014
Cal-IBIS,1563073,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:d3011c7f-8956-44d4-8b17-6d9623b3ee97,YPM ENT 923387, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/15/70,1970,4,15,105,0,4/15/70,ENT number 923387; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:6b53bae6-3d27-4fa3-8885-8265294d7bec,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563073
Cal-IBIS,1563074,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:d37f5dcd-fa0e-4161-9b88-8a3f91c88187,YPM ENT 923385, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,8/13/68,1968,8,13,226,0,8/13/68,ENT number 923385; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:ab88a328-6584-4454-8dda-8f0cde4f1a9e,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563074
Cal-IBIS,1563102,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:e5cb181f-44dd-4add-868e-f95a409600ed,YPM ENT 923389, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,4/15/70,1970,4,15,105,0,4/15/70,ENT number 923389; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:dce601dd-17c0-40d1-802f-25d4995cfbb9,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563102
Cal-IBIS,1563109,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:e8798396-260e-447a-a85b-8cf7d789de8a,YPM ENT 923391, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,3/7/70,1970,3,7,66,0,3/7/70,ENT number 923391; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:bd17fddb-d13b-49fb-93d3-2e4293a249fe,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563109
Cal-IBIS,1563137,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:fbd936f3-b9ca-44fd-815e-79b46693b2d4,YPM ENT 923392, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Chas L. Remington, ,8/13/68,1968,8,13,226,0,8/13/68,ENT number 923392; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.7256,34.02"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Field Station, Canada del Medio",Santa Cruz, ,34.02,-119.7256,WGS84,19317, , ,digital resource,Biogeomancer, ,"Biogeomancer/GeoLocate (K. Pitcairn, Dec 2009)",0, , , , , , ,en, ,11/10/17 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:71366bab-8a19-41bb-b2fb-65fd565d34df,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1563137
Cal-IBIS,1562776,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:115f664e-18bd-4872-bb1e-f201c459d948,YPM ENT 921168, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/5/70,1970,6,5,156,0,6/5/70,ENT number 921168; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:234b0f28-41fe-4377-a3bb-6dee7df1c0c9,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562776
Cal-IBIS,1562793,YPM,ENT,YPM,b81c83d7-8ea1-475b-8c94-327913979a87,PreservedSpecimen,urn:uuid:1ad299f9-db6a-4752-9d58-4b01f33f9632,YPM ENT 921169, ,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctuidae,Zosteropoda clementei,Zosteropoda clementei,444110,"Meadows, 1942",Zosteropoda,Zosteropoda,clementei, , , , , , ,Animals and Plants: Invertebrates - Insects, , ,Eric E. Remington, ,6/5/70,1970,6,5,156,0,6/5/70,ENT number 921169; lot count 1, , , , ,"{ ""solr_long_lat"": ""-119.75167,34.06389"" }", , , , , ,1, , , ,United States,California,Santa Barbara County, ,Santa Cruz,"Santa Cruz Island, University of California Research Station, Canada del Medio",Santa Cruz, ,34.06389,-119.75167,WGS84,0, , ,digital resource,GEOLocate, ,"Confidence: Medium, Score: 62, String: g1Santa Cruz Island, automated process by N. Rios and L. Gall",0, , , , , , ,en, ,6/18/18 0:00,http://creativecommons.org/publicdomain/zero/1.0/, , ,urn:uuid:39e05ebf-3a74-477a-9c46-822cd6d6bcaf,http://www.cal-ibis.org:80/collections/individual/index.php?occid=1562793
